year	year_id	team_id	team_name	position	player_id	player_name	player_url	class_year	gp	gs	g	gs2	goals	assists	points	shots	shot_pct	sog	sog_pct	gwg	man-up_g	man-down_g	gb	to	ct	fo_won	fos_taken	fo_pct	pen	pen_time	ggp	ggs	g_min	goals_allowed	gaa	saves	save_pct	rc	yc	clears	att	clear_pct
2016	12380	243	Frostburg St.	51	1435296	Love, Spenser	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1435296	Sr	19	19	19	19	34	27	61	105	0.324	62	0.590	6	4	1	53	17	4				2	120												
2016	12380	243	Frostburg St.	18	1766961	Lucas, Joey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766961	Fr	19	19	19	19			0								17	1	11				8	390												
2016	12380	243	Frostburg St.	27	1435271	Geiser, Erik	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1435271	Sr	19	19	19	19	1	6	7	8	0.125	2	0.250				132	15	2	214	293	0.730	4	150												
2016	12380	243	Frostburg St.	26	1435270	Stailey, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1435270	Sr	19	17	19	17	27	10	37	73	0.370	46	0.630	1	1		19	24	2																	
2016	12380	243	Frostburg St.	4	1546719	Horak, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546719	Jr	19	0	19			1	1	1							43	5	8	74	125	0.592	5	270												
2016	12380	243	Frostburg St.	33	1546713	Philips, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546713	Jr	18	4	18	4			0								35	7	14				2	120												
2016	12380	243	Frostburg St.	43	1435294	Kraemer, Tom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1435294	Sr	18	18	18	18			0								30	3					1	60	18	18	59,306	114	6.920	144	0.558					
2016	12380	243	Frostburg St.	9	1766958	Mattis, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766958	Fr	18	0	18				0								11	3	6																	
2016	12380	243	Frostburg St.	10	1546716	Gamber, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546716	Jr	18	15	18	15	3	6	9	22	0.136	10	0.455				30	17	8				5	210												
2016	12380	243	Frostburg St.	15	1661548	Gross, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661548	So	17	0	17		25	23	48	70	0.357	40	0.571		1		38	31	4																	
2016	12380	243	Frostburg St.	21	1661541	Baukhages, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661541	So	14	0	14		1	2	3	8	0.125	3	0.375				3	6																		
2016	12380	243	Frostburg St.	32	1661544	Collins, Nate	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661544	So	14	1	14	1	6	1	7	19	0.316	11	0.579	1	1		9	5																		
2016	12380	243	Frostburg St.	13	1766959	Cooper, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766959	Fr	13	0	13				0								7		4				2	60												
2016	12380	243	Frostburg St.	29	1435272	Kibler, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1435272	Sr	12	0	12		12	6	18	23	0.522	16	0.696	1			8	10	1				1	30												
2016	12380	243	Frostburg St.	5	1661567	Western, Quinn	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661567	So	12	0	12				0								7	3	1																	
2016	12380	243	Frostburg St.	37	1435276	Schmitz, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1435276	Sr	11	1	11	1			0								2	1							11	1	8,745	24	9.880	19	0.442					
2016	12380	243	Frostburg St.	44	1661570	Hardy, Sterling	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661570	Jr	10	0	10				0									2																		
2016	12380	243	Frostburg St.	41	1661571	Paladino, Daniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661571	So	9	0	9				0	3		1	0.333					4																		
2016	12380	243	Frostburg St.	16	1766960	Giles, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766960	Fr	9	0	9			1	1	1							3		1				2	90												
2016	12380	243	Frostburg St.	14	1661566	Mattis, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661566	So	8	0	8				0	3		1	0.333				1	1																		
2016	12380	243	Frostburg St.	45	1766990	Olds, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766990	Fr	8	0	8		1		1	2	0.500	1	0.500				2	3																		
2016	12380	243	Frostburg St.	11	1435267	Boyle, Nolan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1435267	Jr	8	0	8				0	4		3	0.750				5		2																	
2016	12380	243	Frostburg St.	47	1661547	Fisher, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661547	Sr	7	0	7				0	1		1	1.000				4	1	2				1	120												
2016	12380	243	Frostburg St.	2	1546717	Krivak, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546717	Jr	6	0	6		1		1	1	1.000	1	1.000				1	1																		
2016	12380	243	Frostburg St.	23	1766962	Grant, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766962	Fr	6	0	6				0								1	1																		
2016	12380	243	Frostburg St.	8	1766957	Kinney, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766957	Fr	6	0	6		1		1	2	0.500	1	0.500						1																	
2016	12380	243	Frostburg St.	3	1766956	Mash, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766956	Fr	5	0	5				0								2			6	13	0.462	1	60												
2016	12380	243	Frostburg St.	40	1661546	Ezsak, Noah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661546	So	5	0	5				0								1	1	1				1	120												
2016	12380	243	Frostburg St.	36	1766988	D'Orsaneo, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766988	Jr	5	0	5				0								2	2																		
2016	12380	243	Frostburg St.	42	1766989	Howarth, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766989	Fr	5	0	5			1	1								1																			
2016	12380	243	Frostburg St.	22	1661545	Dehn, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1661545	So	4	0	4				0										1																	
2016	12380	243	Frostburg St.	35	1772279	Israel, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1772279	So	3	0	3				0										1																	
2016	12380	243	Frostburg St.	30	1766963	Rolando, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1766963	Fr	2	0	2				0																2		349	1	10.315							
2016	12380	258	Gettysburg	27	1548227	Davis, Geoff	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548227	Sr	20	20	20	20			0	2		1	0.500				49	12	32				12	570												
2016	12380	258	Gettysburg	1	1775543	Heller, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1775543	Fr	20	20	20	20	32	17	49	87	0.368	58	0.667	2	5		36	26	6				5	240												
2016	12380	258	Gettysburg	18	1443357	Smith, Jameson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443357	Sr	20	17	20	17	39	19	58	144	0.271	72	0.500		6		14	31	4				8	420												
2016	12380	258	Gettysburg	5	1443354	Distler, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443354	Sr	20	17	20	17	28	24	52	105	0.267	59	0.562	5	5		18	22	6				3	180												
2016	12380	258	Gettysburg	26	1660829	Pompan, Noah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660829	So	20	0	20				0	2		1	0.500				11	7	4				6	300												
2016	12380	258	Gettysburg	24	1443358	Werner, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443358	Sr	20	17	20	17	34	21	55	110	0.309	67	0.609	6	5		17	41	5				8	480												
2016	12380	258	Gettysburg	14	1775551	Gray, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1775551	Fr	20	19	20	19	33	4	37	70	0.471	49	0.700	1	2		28	16	3				3	120												
2016	12380	258	Gettysburg	15	1775552	Kelly, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1775552	Fr	20	3	20	3	1		1	3	0.333	2	0.667				25	4	15				4	150												
2016	12380	258	Gettysburg	32	1548220	Morris, Ivan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548220	Jr	20	2	20	2	11	6	17	41	0.268	25	0.610	1			9	13	1																	
2016	12380	258	Gettysburg	42	1548202	Hathaway, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548202	Jr	20	0	20		1	2	3	2	0.500	1	0.500				24	2	9				2	60												
2016	12380	258	Gettysburg	47	1443368	McAvoy, Billy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443368	Sr	20	20	20	20	1		1	2	0.500	1	0.500				34	7	21				7	330												
2016	12380	258	Gettysburg	25	1775555	Risser, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1775555	Fr	19	0	19		5	4	9	29	0.172	17	0.586				2	13	1				3	150												
2016	12380	258	Gettysburg	34	1548223	Palladino, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548223	Jr	19	4	19	4	1	2	3	7	0.143	4	0.571	1			82	11	40				6	330												
2016	12380	258	Gettysburg	44	1660828	Minion, Cullen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660828	So	19	18	19	18			0								30	7	15				2	60												
2016	12380	258	Gettysburg	37	1660831	Runkel, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660831	So	19	3	19	3			0								15	3	6				3	120												
2016	12380	258	Gettysburg	55	1660820	Fulgione, Geoff	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660820	So	18	0	18		1	4	5	4	0.250	3	0.750				29	2	4	129	293	0.440	7	300												
2016	12380	258	Gettysburg	30	1780923	Garstka, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1780923	Fr	17	0	17		8	2	10	25	0.320	16	0.640				4	3																		
2016	12380	258	Gettysburg	29	1775556	Verdeur, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1775556	Fr	16	0	16				0	1		1	1.000				34	6	8	1	10	0.100	4	180												
2016	12380	258	Gettysburg	2	1660826	McBride, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660826	So	16	5	16	5	3	6	9	13	0.231	6	0.462				8	9	1																	
2016	12380	258	Gettysburg	9	1443355	Adoni, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1443355	Sr	14	9	14	9			0								24	4	3						14	9	35,645	61	6.161	97	0.614					
2016	12380	258	Gettysburg	50	1660834	Sweeney, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660834	So	14	0	14				0								14	3	1	37	94	0.394														
2016	12380	258	Gettysburg	3	1548198	Barbe, Reed	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548198	Jr	13	12	13	12	11	15	26	29	0.379	23	0.793	1	2		14	20	5				3	180												
2016	12380	258	Gettysburg	52	1548222	Nuzum, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548222	Jr	13	0	13				0								3																			
2016	12380	258	Gettysburg	22	1660817	Decker, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660817	So	11	0	11		2		2	8	0.250	5	0.625					2	1																	
2016	12380	258	Gettysburg	13	1660815	Brady, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660815	So	11	11	11	11			0								22	5	4						11	11	35,099	61	6.257	100	0.621					
2016	12380	258	Gettysburg	7	1548204	Keblish, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548204	Jr	11	0	11			1	1								3	1	1				2	120												
2016	12380	258	Gettysburg	16	1548206	Kohn, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548206	Jr	10	0	10				0								1		1				1	60												
2016	12380	258	Gettysburg	10	1660822	Hill, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660822	So	9	1	9	1			0								2	1	3																	
2016	12380	258	Gettysburg	23	1660825	Manning, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660825	So	8	0	8				0									1	2				1	60												
2016	12380	258	Gettysburg	38	1548207	Masucci, Augie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548207	Jr	8	0	8				0								3																			
2016	12380	258	Gettysburg	12	1775550	Harrington, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1775550	Fr	7	0	7				0	1		1	1.000					1					1	60												
2016	12380	258	Gettysburg	48	1783368	Ciolfi, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783368	Fr	6	0	6				0								2		3																	
2016	12380	258	Gettysburg	33	1548199	Frank, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548199	Jr	6	0	6				0	1		1	1.000				1																			
2016	12380	258	Gettysburg	20	1775553	Harwood, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1775553	So	4	0	4				0	1		1	1.000					1																		
2016	12380	258	Gettysburg	28	1783369	DeMartin, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783369	Fr	4	0	4				0	3		3	1.000				1	1																		
2016	12380	258	Gettysburg	8	1548219	McBride, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548219	Jr	4	0	4				0																4		1,156	4	12.457	5	0.556					
2016	12380	258	Gettysburg	17	1660818	Dorsett, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660818	So	3	0	3				0																											
2016	12380	258	Gettysburg	21	1775554	Murphy, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1775554	Sr	3	0	3				0	1																										
2016	12380	258	Gettysburg	35	1783170	Goepfert, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783170	Fr	3	0	3				0								1																			
2016	12380	258	Gettysburg	19	1783367	Byrnes, Liam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783367	Fr	3	0	3				0																											
2016	12380	258	Gettysburg	36	1783374	McMenamin, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783374	Fr	3	0	3				0											3	6	0.500														
2016	12380	258	Gettysburg	4	1660819	Fiamengo, Robbie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660819	Jr	3	0	3		2		2	2	1.000	2	1.000																							
2016	12380	258	Gettysburg	45	1548226	Woodcock, Samuel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548226	Jr	2	0	2		1		1	2	0.500	2	1.000					1																		
2016	12380	258	Gettysburg	40	1660816	Davis, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660816	So	2	0	2				0																											
2016	12380	258	Gettysburg	46	1660821	Goodall, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660821	Jr	2	0	2				0																2		232	0	0.000							
2016	12380	258	Gettysburg	41	1660824	Kowalski, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660824	So	2	0	2				0								1																			
2016	12380	258	Gettysburg	31	1783373	Redmond, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1783373	Fr	2	0	2				0									1																		
2016	12380	258	Gettysburg	6	1548200	Fumai, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548200	Jr	2	2	2	2	2	1	3	8	0.250	5	0.625		1		1	1	1																	
2016	12380	1099	Gordon	20	1761011	Early, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761011	Fr	15	15	15	15	11	4	15	32	0.344	18	0.562		1		18	28	1				4	210												
2016	12380	1099	Gordon	4	1440830	Egan, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440830	Sr	15	15	15	15			0	2							18	10	8				10	540												
2016	12380	1099	Gordon	14	1440831	Evans, Roger	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440831	Sr	15	0	15		38	7	45	159	0.239	83	0.522	1	3	1	37	39	5				9	480												
2016	12380	1099	Gordon	27	1440835	Kovacevic, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440835	Sr	15	15	15	15	2	3	5	9	0.222	4	0.444				105	20		173	326	0.531	3	180												
2016	12380	1099	Gordon	33	1440837	Greenwald, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440837	Sr	15	15	15	15			0	1		1	1.000				46	14	13						15	10	54,034	222	14.791	179	0.446					
2016	12380	1099	Gordon	34	1440838	Cashin, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440838	Sr	15	15	15	15			0	1							20	16	5				4	270												
2016	12380	1099	Gordon	44	1529627	Rasmussen, Thor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529627	Jr	15	0	15		3	2	5	22	0.136	14	0.636		1		6	11	1				2	120												
2016	12380	1099	Gordon	0	1647483	Manganiello, Nico	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1647483	So	15	14	15	14	23	6	29	87	0.264	44	0.506		7		20	26	3				9	450												
2016	12380	1099	Gordon	12	1647484	Coffre, Ricardo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1647484	So	15	14	15	14			0								13	10	6				5	270												
2016	12380	1099	Gordon	9	1761006	Tozier, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761006	Fr	15	1	15	1	4	4	8	40	0.100	18	0.450				18	28	3				2	90												
2016	12380	1099	Gordon	19	1440833	Ward, Hunter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440833	Sr	14	0	14			2	2	7		3	0.429				9	7	5				3	150												
2016	12380	1099	Gordon	18	1761009	Ritter, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761009	Fr	14	9	14	9			0								29	6	6	3	10	0.300	2	90												
2016	12380	1099	Gordon	16	1440832	Martin, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440832	Sr	13	13	13	13	24	18	42	96	0.250	57	0.594		4		19	34	5				4	150												
2016	12380	1099	Gordon	21	1761010	Thanopoulos, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761010	Fr	13	6	13	6			0	2							15	4	9				7	330												
2016	12380	1099	Gordon	7	1529614	Brown, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529614	Jr	13	13	13	13			0								15	6	13				2	90												
2016	12380	1099	Gordon	5	1440826	Cosden, Brenton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440826	Sr	11	0	11			3	3	2							1	3	1																	
2016	12380	1099	Gordon	23	1761012	Dubien, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761012	Fr	11	3	11	3			0								7	4	3																	
2016	12380	1099	Gordon	10	1761007	Becker, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761007	Fr	10	0	10				0	1		1	1.000				2	1		8	44	0.182														
2016	12380	1099	Gordon	29	1529617	Sweeney, Brendan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529617	Jr	9	0	9				0									3					1	60												
2016	12380	1099	Gordon	42	1647485	Marini, Marcus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1647485	So	4	0	4				0								1	1																		
2016	12380	1099	Gordon	43	1440836	Scott, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440836	Sr	3	0	3				0								2																			
2016	12380	1099	Gordon	25	1440834	Utz, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1440834	Sr	2	2	2	2	6	1	7	18	0.333	12	0.667		2		6	7	1				1	30												
2016	12380	1099	Gordon	13	1761008	Merrill, Jeff	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761008	Fr	1	0	1				0																1		61	0	0.000							
2016	12380	1467	Goucher	50	1439801	Schwartz, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439801	Sr	14	0	14				0								42	8	2	100	195	0.513	1	30												
2016	12380	1467	Goucher	36	1655285	Messerle, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655285	So	14	13	14	13			0								18	5							14	13	36,718	80	7.844	97	0.548					
2016	12380	1467	Goucher	10	1655274	Hartzell, Jaryd	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655274	So	14	0	14		1		1	9	0.111	6	0.667				34	18	5				4	180												
2016	12380	1467	Goucher	18	1546306	Haddaway, Ethan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546306	Sr	14	0	14				0	5		3	0.600				32	5	14	1	11	0.091	4	180												
2016	12380	1467	Goucher	35	1768603	Harnish, Zephan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768603	Fr	14	0	14		6	3	9	13	0.462	8	0.615				7	7	1				1	30												
2016	12380	1467	Goucher	19	1439791	Foster, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439791	Sr	14	13	14	13			0	2		1	0.500				23	8	15				4	210												
2016	12380	1467	Goucher	4	1439795	Morgan, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439795	Sr	14	14	14	14	31	5	36	94	0.330	58	0.617	1	11		14	14	4																	
2016	12380	1467	Goucher	5	1439797	Demmerly, Owen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439797	Sr	14	14	14	14	28	25	53	96	0.292	54	0.562	1	5		25	27	11				1	60												
2016	12380	1467	Goucher	44	1439799	Annunziato, Conner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439799	Sr	14	13	14	13	17	16	33	53	0.321	33	0.623		3		21	15	6																	
2016	12380	1467	Goucher	13	1439788	Cain, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439788	Sr	14	14	14	14			0								17	5	24				8	390												
2016	12380	1467	Goucher	88	1768605	Gorman, Mason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768605	Fr	14	0	14		10	3	13	35	0.286	18	0.514	1			9	9	2				2	120												
2016	12380	1467	Goucher	9	1655273	Bailey, Pierce	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655273	So	14	14	14	14	14	7	21	51	0.275	28	0.549	2	3		18	13	6				1	30												
2016	12380	1467	Goucher	24	1439793	Russell, Blake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439793	Sr	14	14	14	14		1	1	1							38	5	10	6	20	0.300	4	210												
2016	12380	1467	Goucher	8	1546309	Ziegler, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546309	Jr	13	13	13	13	10	5	15	53	0.189	22	0.415	2	2		10	9	2				3	180												
2016	12380	1467	Goucher	45	1439800	Schultz, Stefan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439800	Sr	13	0	13				0								8	3	3				4	210												
2016	12380	1467	Goucher	23	1670873	Wilinski, Nate	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1670873	Jr	13	4	13	4	8	8	16	29	0.276	21	0.724				17	7	3				5	180												
2016	12380	1467	Goucher	31	1655283	Koropsak, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655283	So	13	0	13				0	2							11	1	8	14	54	0.259	1	60												
2016	12380	1467	Goucher	33	1655284	Bitzer, Derek	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655284	So	13	11	13	11	11	3	14	34	0.324	24	0.706	1	2		13	13	3				5	240												
2016	12380	1467	Goucher	41	1655287	Winn, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655287	So	12	0	12				0								10	3	4				4	210												
2016	12380	1467	Goucher	55	1655289	Cost, Peter	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655289	So	11	0	11			1	1								13	3	5				2	120												
2016	12380	1467	Goucher	6	1768597	Hellier, Edward	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768597	Fr	11	1	11	1			0								4	1	3						11	1	11,295	34	10.837	35	0.507					
2016	12380	1467	Goucher	43	1546311	Prutting, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546311	Jr	11	0	11		2		2	8	0.250	4	0.500				3	3	3																	
2016	12380	1467	Goucher	15	1655277	Sementilli, Leo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655277	So	11	0	11		7	1	8	29	0.241	18	0.621		4		8	1	1				3	150												
2016	12380	1467	Goucher	11	1655275	Benziger, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655275	So	9	0	9				0								8	2	3				2	90												
2016	12380	1467	Goucher	77	1768604	Buckler, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768604	Fr	9	0	9		1		1	1	1.000	1	1.000				12	2					2	120												
2016	12380	1467	Goucher	17	1655278	Corrigan, Tucker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655278	So	7	0	7				0								6	3	2																	
2016	12380	1467	Goucher	21	1655279	Mostyn, Trey	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1655279	Sr	7	0	7			1	1								2		4				4	210												
